gX,gY,gZ,aX,aY,aZ
-11.535645,32.226562,37.719727,1.121094,-0.198486,0.140381
3.784180,31.372070,39.672852,1.169556,-0.220459,0.156982
3.784180,31.372070,39.672852,1.169556,-0.220459,0.156982
18.493652,30.151367,40.954590,1.191772,-0.243408,0.176392
18.493652,30.151367,40.954590,1.191772,-0.243408,0.176392
34.423828,28.503418,41.870117,1.181763,-0.263184,0.197021
34.423828,28.503418,41.870117,1.181763,-0.263184,0.197021
34.423828,28.503418,41.870117,1.181763,-0.263184,0.197021
52.062988,26.306152,42.480469,1.149902,-0.271240,0.210205
52.062988,26.306152,42.480469,1.149902,-0.271240,0.210205
69.519043,23.742676,42.846680,1.117065,-0.266235,0.224609
69.519043,23.742676,42.846680,1.117065,-0.266235,0.224609
69.519043,23.742676,42.846680,1.093262,-0.241821,0.245605
83.435059,20.874023,42.541504,1.093262,-0.241821,0.245605
83.435059,20.874023,42.541504,1.093262,-0.241821,0.245605
89.355469,17.822266,41.259766,1.086792,-0.203125,0.268433
89.355469,17.822266,41.259766,1.086792,-0.203125,0.268433
87.158203,14.465332,39.001465,1.097412,-0.173706,0.291138
87.158203,14.465332,39.001465,1.097412,-0.173706,0.291138
87.158203,14.465332,39.001465,1.097412,-0.173706,0.291138
80.200195,10.864258,36.193848,1.096558,-0.154907,0.304443
80.200195,10.864258,36.193848,1.096558,-0.154907,0.304443
71.899414,7.019043,33.386230,1.071777,-0.137085,0.301514
71.899414,7.019043,33.386230,1.071777,-0.137085,0.301514
64.025879,2.990723,30.944824,1.030884,-0.119629,0.287842
64.025879,2.990723,30.944824,1.030884,-0.119629,0.287842
64.025879,2.990723,30.944824,1.030884,-0.119629,0.287842
57.373047,-1.037598,28.991699,0.976318,-0.104736,0.270752
57.373047,-1.037598,28.991699,0.976318,-0.104736,0.270752
52.001953,-5.187988,27.404785,0.917480,-0.091309,0.248901
52.001953,-5.187988,27.404785,0.917480,-0.091309,0.248901
52.001953,-5.187988,27.404785,0.866577,-0.076294,0.220337
47.485352,-9.155273,26.123047,0.866577,-0.076294,0.220337
47.485352,-9.155273,26.123047,0.866577,-0.076294,0.220337
42.602539,-12.817383,25.024414,0.835815,-0.056885,0.183838
42.602539,-12.817383,25.024414,0.835815,-0.056885,0.183838
35.827637,-15.930176,23.925781,0.818481,-0.039917,0.150024
35.827637,-15.930176,23.925781,0.818481,-0.039917,0.150024
35.827637,-15.930176,23.925781,0.818481,-0.039917,0.150024
27.709961,-18.554688,22.705078,0.797974,-0.033813,0.128296
27.709961,-18.554688,22.705078,0.797974,-0.033813,0.128296
20.324707,-20.935059,21.850586,1.113770,-0.311035,0.306152
20.324707,-20.935059,21.850586,1.113770,-0.311035,0.306152
72.387695,-41.687012,28.320312,1.262207,-0.407593,0.428589
72.387695,-41.687012,28.320312,1.262207,-0.407593,0.428589
72.387695,-41.687012,28.320312,1.262207,-0.407593,0.428589
97.473145,-57.067871,0.244141,0.291748,0.063599,0.189697
97.473145,-57.067871,0.244141,0.291748,0.063599,0.189697
86.181641,-57.861328,11.779785,-0.074951,0.410278,0.437012
86.181641,-57.861328,11.779785,-0.074951,0.410278,0.437012
86.181641,-57.861328,11.779785,0.786133,0.358276,0.759888
40.588379,-50.048828,12.023926,0.786133,0.358276,0.759888
40.588379,-50.048828,12.023926,0.786133,0.358276,0.759888
7.995605,-49.011230,5.981445,1.026733,0.151001,0.437378
7.995605,-49.011230,5.981445,1.026733,0.151001,0.437378
-8.361816,-48.339844,4.882812,0.874023,0.092163,0.253662
-8.361816,-48.339844,4.882812,0.874023,0.092163,0.253662
-8.361816,-48.339844,4.882812,0.874023,0.092163,0.253662
-17.822266,-47.607422,3.662109,0.901978,0.033691,0.240723
-17.822266,-47.607422,3.662109,0.901978,0.033691,0.240723
-18.737793,-46.630859,3.723145,0.906982,-0.066162,0.170288
-18.737793,-46.630859,3.723145,0.906982,-0.066162,0.170288
-10.498047,-45.837402,4.394531,0.925659,-0.084229,0.165161
-10.498047,-45.837402,4.394531,0.925659,-0.084229,0.165161
-10.498047,-45.837402,4.394531,0.925659,-0.084229,0.165161
3.845215,-45.166016,6.164551,0.923706,-0.106079,0.168457
3.845215,-45.166016,6.164551,0.923706,-0.106079,0.168457
19.287109,-44.677734,8.239746,0.925171,-0.098633,0.173706
19.287109,-44.677734,8.239746,0.925171,-0.098633,0.173706
19.287109,-44.677734,8.239746,0.925903,-0.067139,0.214478
31.982422,-44.372559,10.070801,0.925903,-0.067139,0.214478
31.982422,-44.372559,10.070801,0.925903,-0.067139,0.214478
40.100098,-44.067383,11.657715,0.925293,-0.030640,0.244263
40.100098,-44.067383,11.657715,0.925293,-0.030640,0.244263
43.579102,-43.884277,12.695312,0.927490,-0.004639,0.249756
43.579102,-43.884277,12.695312,0.927490,-0.004639,0.249756
43.579102,-43.884277,12.695312,0.927490,-0.004639,0.249756
43.090820,-43.579102,13.305664,0.928833,0.014404,0.250122
43.090820,-43.579102,13.305664,0.928833,0.014404,0.25012
-11.657715,-36.132812,4.211426,1.118652,-0.048828,0.373535
-11.657715,-36.132812,4.211426,1.128052,-0.055420,0.370117
-11.901855,-39.489746,4.272461,1.128052,-0.055420,0.370117
-11.901855,-39.489746,4.272461,1.128052,-0.055420,0.370117
-10.192871,-42.968750,4.577637,1.123657,-0.061646,0.364624
-10.192871,-42.968750,4.577637,1.123657,-0.061646,0.364624
-6.103516,-46.447754,5.371094,1.109253,-0.068726,0.355225
-6.103516,-46.447754,5.371094,1.109253,-0.068726,0.355225
-6.103516,-46.447754,5.371094,1.109253,-0.068726,0.355225
-18.249512,-45.227051,6.896973,1.826050,0.025635,0.559326
-18.249512,-45.227051,6.896973,1.826050,0.025635,0.559326
-43.640137,-33.447266,10.009766,1.220703,0.204346,0.731689
-43.640137,-33.447266,10.009766,1.220703,0.204346,0.731689
-37.597656,-43.334961,15.014648,-0.002197,0.156982,0.629517
-37.597656,-43.334961,15.014648,-0.002197,0.156982,0.629517
-37.597656,-43.334961,15.014648,-0.002197,0.156982,0.629517
-18.981934,-52.246094,20.751953,0.328735,0.031860,0.483398
-18.981934,-52.246094,20.751953,0.328735,0.031860,0.483398
-13.183594,-46.081543,17.639160,0.731201,0.104858,0.717896
-13.183594,-46.081543,17.639160,0.731201,0.104858,0.717896
-13.183594,-46.081543,17.639160,0.825073,0.096558,0.762695
3.417969,-43.457031,15.319824,0.825073,0.096558,0.762695
3.417969,-43.457031,15.319824,0.825073,0.096558,0.762695
16.113281,-45.471191,18.127441,0.841064,0.003174,0.395386
16.113281,-45.471191,18.127441,0.841064,0.003174,0.395386
24.536133,-45.349121,19.592285,0.881592,0.015625,0.334106
24.536133,-45.349121,19.592285,0.881592,0.015625,0.334106
24.536133,-45.349121,19.592285,0.881592,0.015625,0.334106
32.653809,-44.738770,21.362305,0.841309,0.048950,0.379761
32.653809,-44.738770,21.362305,0.841309,0.048950,0.379761
38.024902,-44.616699,22.705078,0.867188,0.048584,0.378174
38.024902,-44.616699,22.705078,0.867188,0.048584,0.378174
39.367676,-44.189453,23.620605,0.868164,0.048950,0.394409
39.367676,-44.189453,23.620605,0.868164,0.048950,0.394409
39.367676,-44.189453,23.620605,0.868164,0.048950,0.394409
39.733887,-44.250488,24.230957,0.863403,0.060791,0.458252
39.733887,-44.250488,24.230957,0.863403,0.060791,0.458252
40.344238,-44.677734,25.146484,0.855713,0.071289,0.510254
40.344238,-44.677734,25.146484,0.855713,0.071289,0.510254
40.344238,-44.677734,25.146484,0.850342,0.076050,0.537598
41.320801,-45.471191,26.062012,0.850342,0.076050,0.537598
41.320801,-45.471191,26.062012,0.850342,0.076050,0.537598
42.724609,-46.386719,27.099609,0.851074,0.075562,0.545288
42.724609,-46.386719,27.099609,0.851074,0.075562,0.545288
44.189453,-47.363281,28.137207,0.850708,0.072021,0.531250
44.189453,-47.363281,28.137207,0.850708,0.072021,0.531250
44.189453,-47.363281,28.137207,0.850708,0.072021,0.531250
44.738770,-48.278809,29.113770,0.851807,0.064209,0.508667
44.738770,-48.278809,29.113770,0.851807,0.064209,0.508667
43.823242,-48.950195,29.785156,0.851074,0.051147,0.491821
43.823242,-48.950195,29.785156,0.851074,0.051147,0.491821
41.748047,-49.621582,30.151367,0.850586,0.033203,0.483154
41.748047,-49.621582,30.151367,0.850586,0.033203,0.483154
41.748047,-49.621582,30.151367,0.850586,0.033203,0.483154
39.184570,-50.292969,30.334473,0.851685,0.015381,0.474365
39.184570,-50.292969,30.334473,0.851685,0.015381,0.474365
36.865234,-50.964355,30.456543,0.851807,0.004639,0.461670
36.865234,-50.964355,30.456543,0.851807,0.004639,0.461670
36.865234,-50.964355,30.456543,0.853760,0.002686,0.443237
34.851074,-51.574707,30.639648,0.853760,0.002686,0.443237
34.851074,-51.574707,30.639648,0.853760,0.002686,0.443237
32.775879,-52.124023,30.761719,0.855957,0.004517,0.421997
32.775879,-52.124023,30.761719,0.855957,0.004517,0.421997
30.273438,-52.673340,30.883789,0.856934,0.006714,0.406616
30.273438,-52.673340,30.883789,0.856934,0.006714,0.406616
30.273438,-52.673340,30.883789,0.856934,0.006714,0.406616
27.343750,-53.161621,30.944824,0.858154,0.007812,0.396606
27.343750,-53.161621,30.944824,0.858154,0.007812,0.396606
24.047852,-53.649902,30.944824,0.859741,0.008911,0.390503
24.047852,-53.649902,30.944824,0.859741,0.008911,0.390503
20.202637,-54.199219,30.944824,0.858276,0.005493,0.387085
20.202637,-54.199219,30.944824,0.858276,0.005493,0.387085
20.202637,-54.199219,30.944824,0.858276,0.005493,0.387085
16.845703,-54.748535,30.883789,0.856934,-0.003784,0.383911
16.845703,-54.748535,30.883789,0.856934,-0.003784,0.383911
14.404297,-55.480957,30.944824,0.858032,-0.010010,0.374268
14.404297,-55.480957,30.944824,0.858032,-0.010010,0.374268
12.817383,-56.152344,31.066895,0.858398,-0.017334,0.352783
12.817383,-56.152344,31.066895,0.858398,-0.017334,0.352783
12.817383,-56.152344,31.066895,0.858398,-0.017334,0.352783
12.207031,-56.762695,31.311035,0.859009,-0.031616,0.323486
12.207031,-56.762695,31.311035,0.859009,-0.031616,0.323486
12.451172,-57.250977,31.677246,0.863403,-0.047363,0.290771
12.451172,-57.250977,31.677246,0.863403,-0.047363,0.290771
12.451172,-57.250977,31.677246,0.863403,-0.047363,0.290771
12.695312,-57.556152,31.860352,0.868286,-0.061279,0.258423
12.695312,-57.556152,31.860352,0.868286,-0.061279,0.258423
12.451172,-57.678223,31.982422,0.870850,-0.075195,0.228516
12.451172,-57.678223,31.982422,0.870850,-0.075195,0.228516
11.108398,-57.739258,31.860352,0.873413,-0.086914,0.202393
11.108398,-57.739258,31.860352,0.873413,-0.086914,0.202393
11.108398,-57.739258,31.860352,0.873413,-0.086914,0.202393
8.666992,-57.617188,31.555176,0.875244,-0.095459,0.181152
8.666992,-57.617188,31.555176,0.875244,-0.095459,0.181152
5.126953,-57.373047,31.066895,0.879761,-0.103638,0.159058
5.126953,-57.373047,31.066895,0.879761,-0.103638,0.159058
0.915527,-57.067871,30.334473,0.884521,-0.111816,0.132568
0.915527,-57.067871,30.334473,0.884521,-0.111816,0.132568
0.915527,-57.067871,30.334473,0.884521,-0.111816,0.132568
-3.784180,-56.640625,29.541016,0.887207,-0.123169,0.102905
-3.784180,-56.640625,29.541016,0.887207,-0.123169,0.102905
-8.605957,-56.091309,28.503418,0.892822,-0.142334,0.070679
-8.605957,-56.091309,28.503418,0.892822,-0.142334,0.070679
-8.605957,-56.091309,28.503418,0.892822,-0.142334,0.070679
-13.244629,-55.419922,27.343750,0.903564,-0.170166,0.035278
-13.244629,-55.419922,27.343750,0.903564,-0.170166,0.035278
-17.150879,-54.626465,26.123047,0.910400,-0.203003,0.002075
-17.150879,-54.626465,26.123047,0.910400,-0.203003,0.002075
-19.958496,-53.710938,24.719238,0.913696,-0.236084,-0.027344
-19.958496,-53.710938,24.719238,0.913696,-0.236084,-0.027344
-19.958496,-53.710938,24.719238,0.913696,-0.236084,-0.027344
-21.362305,-52.673340,23.376465,0.920654,-0.270874,-0.060059
-21.362305,-52.673340,23.376465,0.920654,-0.270874,-0.060059
-21.606445,-51.574707,21.972656,0.928223,-0.307129,-0.096802
-21.606445,-51.574707,21.972656,0.928223,-0.307129,-0.096802
-20.690918,-50.354004,20.629883,0.936157,-0.340454,-0.128052
-20.690918,-50.354004,20.629883,0.936157,-0.340454,-0.128052
-20.690918,-50.354004,20.629883,0.936157,-0.340454,-0.128052
-18.737793,-48.889160,19.165039,0.945068,-0.368164,-0.152466
-18.737793,-48.889160,19.165039,0.945068,-0.368164,-0.152466
-15.563965,-47.424316,17.822266,0.953247,-0.389771,-0.178833
-15.563965,-47.424316,17.822266,0.953247,-0.389771,-0.178833
-15.563965,-47.424316,17.822266,0.961548,-0.406006,-0.203125
-11.474609,-45.898438,16.540527,0.961548,-0.406006,-0.203125
-11.474609,-45.898438,16.540527,0.961548,-0.406006,-0.203125
-6.286621,-44.250488,15.380859,0.967896,-0.413452,-0.217163
-6.286621,-44.250488,15.380859,0.967896,-0.413452,-0.217163
-0.122070,-42.724609,14.526367,0.972900,-0.408691,-0.218506
-0.122070,-42.724609,14.526367,0.972900,-0.408691,-0.218506
-0.122070,-42.724609,14.526367,0.972900,-0.408691,-0.218506
6.469727,-41.198730,13.854980,0.977783,-0.391113,-0.213135
6.469727,-41.198730,13.854980,0.977783,-0.391113,-0.213135
11.901855,-39.733887,13.183594,0.979492,-0.363770,-0.207275
11.901855,-39.733887,13.183594,0.979492,-0.363770,-0.207275
15.014648,-38.269043,12.451172,0.982300,-0.333008,-0.199097
15.014648,-38.269043,12.451172,0.982300,-0.333008,-0.199097
15.014648,-38.269043,12.451172,0.982300,-0.333008,-0.199097
15.563965,-36.804199,11.657715,0.985107,-0.303345,-0.186401
15.563965,-36.804199,11.657715,0.985107,-0.303345,-0.186401
14.587402,-35.461426,10.681152,0.985718,-0.276733,-0.174316
14.587402,-35.461426,10.681152,0.985718,-0.276733,-0.174316
14.587402,-35.461426,10.681152,0.987427,-0.253052,-0.170776
13.061523,-34.240723,9.887695,0.987427,-0.253052,-0.170776
13.061523,-34.240723,9.887695,0.987427,-0.253052,-0.170776
11.657715,-32.958984,9.216309,0.989502,-0.232178,-0.174438
11.657715,-32.958984,9.216309,0.989502,-0.232178,-0.174438
10.681152,-31.738281,8.789062,0.992065,-0.214966,-0.179565
10.681152,-31.738281,8.789062,0.992065,-0.214966,-0.179565
10.681152,-31.738281,8.789062,0.992065,-0.214966,-0.179565
10.009766,-30.578613,8.544922,0.994995,-0.201294,-0.185669
10.009766,-30.578613,8.544922,0.994995,-0.201294,-0.185669
9.277344,-29.357910,8.361816,0.997314,-0.191040,-0.193726
9.277344,-29.357910,8.361816,0.997314,-0.191040,-0.193726
8.666992,-28.137207,8.239746,0.998901,-0.181763,-0.196655
8.666992,-28.137207,8.239746,0.998901,-0.181763,-0.196655
8.666992,-28.137207,8.239746,0.998901,-0.181763,-0.196655
8.056641,-27.038574,8.178711,0.998901,-0.170776,-0.188843
8.056641,-27.038574,8.178711,0.998901,-0.170776,-0.188843
7.019043,-25.939941,8.178711,0.998535,-0.161377,-0.176147
7.019043,-25.939941,8.178711,0.998535,-0.161377,-0.176147
7.019043,-25.939941,8.178711,0.997559,-0.157227,-0.168091
5.187988,-24.963379,8.117676,0.997559,-0.157227,-0.168091
5.187988,-24.963379,8.117676,0.997559,-0.157227,-0.168091
2.441406,-23.986816,7.873535,0.996216,-0.158813,-0.166382
2.441406,-23.986816,7.873535,0.996216,-0.158813,-0.166382
-0.488281,-23.071289,7.568359,0.995117,-0.163330,-0.166260
-0.488281,-23.071289,7.568359,0.995117,-0.163330,-0.166260
-0.488281,-23.071289,7.568359,0.995117,-0.163330,-0.166260
-3.112793,-22.216797,7.324219,0.994995,-0.164795,-0.165527
-3.112793,-22.216797,7.324219,0.994995,-0.164795,-0.165527
-5.249023,-21.423340,7.141113,0.994263,-0.161133,-0.162842
-5.249023,-21.423340,7.141113,0.994263,-0.161133,-0.162842
-6.958008,-20.690918,7.080078,0.991943,-0.154175,-0.155518
-6.958008,-20.690918,7.080078,0.991943,-0.154175,-0.155518
-6.958008,-20.690918,7.080078,0.991943,-0.154175,-0.155518
-8.239746,-20.080566,7.141113,0.989502,-0.145508,-0.142090
-8.239746,-20.080566,7.141113,0.989502,-0.145508,-0.142090
-8.789062,-19.714355,7.385254,0.987305,-0.137573,-0.127930
-8.789062,-19.714355,7.385254,0.987305,-0.137573,-0.127930
-8.789062,-19.714355,7.385254,0.986206,-0.131958,-0.121460
-8.422852,-19.348145,7.812500,0.986206,-0.131958,-0.121460
-8.422852,-19.348145,7.812500,0.986206,-0.131958,-0.121460
-7.324219,-19.104004,8.361816,0.985474,-0.127930,-0.122803
-7.324219,-19.104004,8.361816,0.985474,-0.127930,-0.122803
-5.737305,-18.859863,9.094238,0.984741,-0.124756,-0.126221
-5.737305,-18.859863,9.094238,0.984741,-0.124756,-0.126221
-5.737305,-18.859863,9.094238,0.984741,-0.124756,-0.126221
-3.967285,-18.615723,9.826660,0.984863,-0.125366,-0.131958
-3.967285,-18.615723,9.826660,0.984863,-0.125366,-0.131958
-2.502441,-18.371582,10.559082,0.984253,-0.126099,-0.140747
-2.502441,-18.371582,10.559082,0.984253,-0.126099,-0.140747
-1.831055,-18.066406,11.230469,0.984253,-0.118286,-0.148315
-1.831055,-18.066406,11.230469,0.984253,-0.118286,-0.148315
-1.831055,-18.066406,11.230469,0.984253,-0.118286,-0.148315
-3.173828,-17.700195,11.657715,0.984375,-0.104858,-0.150146
-3.173828,-17.700195,11.657715,0.984375,-0.104858,-0.150146
-6.652832,-17.272949,11.901855,0.982666,-0.093018,-0.144897
-6.652832,-17.272949,11.901855,0.982666,-0.093018,-0.144897
-6.652832,-17.272949,11.901855,0.979858,-0.087158,-0.137573
-11.474609,-16.845703,11.962891,0.979858,-0.087158,-0.137573
-11.474609,-16.845703,11.962891,0.979858,-0.087158,-0.137573
-16.723633,-16.540527,11.962891,0.977051,-0.091309,-0.131592
-16.723633,-16.540527,11.962891,0.977051,-0.091309,-0.131592
-21.667480,-16.296387,11.901855,0.974976,-0.106079,-0.129395
-21.667480,-16.296387,11.901855,0.974976,-0.106079,-0.129395
-21.667480,-16.296387,11.901855,0.974976,-0.106079,-0.129395
-25.390625,-16.113281,11.962891,0.972656,-0.126831,-0.132568
-25.390625,-16.113281,11.962891,0.972656,-0.126831,-0.132568
-27.099609,-15.991211,12.145996,0.970093,-0.147949,-0.139282
-27.099609,-15.991211,12.145996,0.970093,-0.147949,-0.139282
-26.000977,-15.991211,12.634277,0.969116,-0.168579,-0.146362
-26.000977,-15.991211,12.634277,0.969116,-0.168579,-0.146362
-26.000977,-15.991211,12.634277,0.969116,-0.168579,-0.146362
-21.606445,-16.052246,13.427734,0.968628,-0.190918,-0.156372
-21.606445,-16.052246,13.427734,0.968628,-0.190918,-0.156372
-14.282227,-16.113281,14.587402,0.969482,-0.214600,-0.176880
-14.282227,-16.113281,14.587402,0.969482,-0.214600,-0.176880
-14.282227,-16.113281,14.587402,0.971558,-0.237671,-0.202148
-4.882812,-16.052246,15.930176,0.971558,-0.237671,-0.202148
-4.882812,-16.052246,15.930176,0.971558,-0.237671,-0.202148
6.103516,-15.991211,17.395020,0.970459,-0.242432,-0.204346
6.103516,-15.991211,17.395020,0.970459,-0.242432,-0.204346
15.930176,-15.991211,18.920898,0.965576,-0.212769,-0.173584
15.930176,-15.991211,18.920898,0.965576,-0.212769,-0.173584
15.930176,-15.991211,18.920898,0.965576,-0.212769,-0.173584
21.301270,-16.113281,20.141602,0.960815,-0.167358,-0.137207
21.301270,-16.113281,20.141602,0.960815,-0.167358,-0.137207
20.446777,-16.174316,20.690918,0.958008,-0.137573,-0.116943
20.446777,-16.174316,20.690918,0.958008,-0.137573,-0.116943
14.099121,-16.174316,20.568848,0.953735,-0.119385,-0.102417
14.099121,-16.174316,20.568848,0.953735,-0.119385,-0.102417
14.099121,-16.174316,20.568848,0.953735,-0.119385,-0.102417
4.089355,-16.113281,20.080566,0.947754,-0.104370,-0.084595
4.089355,-16.113281,20.080566,0.947754,-0.104370,-0.084595
-7.385254,-16.174316,19.348145,0.945312,-0.108887,-0.079712
-7.385254,-16.174316,19.348145,0.945312,-0.108887,-0.079712
-7.385254,-16.174316,19.348145,0.942749,-0.133667,-0.089478
-17.700195,-16.418457,18.676758,0.942749,-0.133667,-0.089478
-17.700195,-16.418457,18.676758,0.942749,-0.133667,-0.089478
-24.902344,-16.662598,18.249512,0.939209,-0.168335,-0.106567
-24.902344,-16.662598,18.249512,0.939209,-0.168335,-0.106567
-28.564453,-16.906738,18.127441,0.940796,-0.201660,-0.128662
-28.564453,-16.906738,18.127441,0.940796,-0.201660,-0.128662
-28.564453,-16.906738,18.127441,0.940796,-0.201660,-0.128662
-29.052734,-17.211914,18.188477,0.943481,-0.229126,-0.150146
-29.052734,-17.211914,18.188477,0.943481,-0.229126,-0.150146
-27.770996,-17.456055,18.432617,0.945557,-0.247437,-0.162476
-27.770996,-17.456055,18.432617,0.945557,-0.247437,-0.162476
-26.489258,-17.700195,18.615723,0.949585,-0.252319,-0.156616
-26.489258,-17.700195,18.615723,0.949585,-0.252319,-0.15661
-95.581055,-36.071777,25.573730,0.840088,0.495239,0.655762
-95.581055,-36.071777,25.573730,0.840088,0.495239,0.655762
-95.581055,-36.071777,25.573730,0.840088,0.495239,0.655762
-85.998535,-31.188965,15.014648,1.137207,0.387085,0.782349
-85.998535,-31.188965,15.014648,1.137207,0.387085,0.782349
-72.631836,-34.729004,20.751953,0.709595,0.198364,0.478394
-72.631836,-34.729004,20.751953,0.709595,0.198364,0.478394
-61.401367,-35.583496,22.033691,0.893433,0.193237,0.366455
-61.401367,-35.583496,22.033691,0.893433,0.193237,0.366455
-61.401367,-35.583496,22.033691,0.893433,0.193237,0.366455
-49.072266,-35.583496,24.047852,0.835938,0.148804,0.379028
-49.072266,-35.583496,24.047852,0.835938,0.148804,0.379028
-33.935547,-36.010742,26.367188,0.839233,0.118896,0.403687
-33.935547,-36.010742,26.367188,0.839233,0.118896,0.403687
-33.935547,-36.010742,26.367188,0.850342,0.102173,0.417236
-18.798828,-36.621094,28.625488,0.850342,0.102173,0.417236
-18.798828,-36.621094,28.625488,0.850342,0.102173,0.417236
-5.310059,-37.048340,30.761719,0.837402,0.095825,0.422729
-5.310059,-37.048340,30.761719,0.837402,0.095825,0.422729
5.676270,-37.414551,32.592773,0.848267,0.099121,0.443848
5.676270,-37.414551,32.592773,0.848267,0.099121,0.443848
5.676270,-37.414551,32.592773,0.848267,0.099121,0.443848
14.587402,-37.902832,34.301758,0.840820,0.104736,0.465942
14.587402,-37.902832,34.301758,0.840820,0.104736,0.465942
21.728516,-38.513184,35.766602,0.843140,0.110718,0.483521
21.728516,-38.513184,35.766602,0.843140,0.110718,0.483521
27.404785,-39.062500,37.231445,0.844604,0.112671,0.493286
27.404785,-39.062500,37.231445,0.844604,0.112671,0.493286
27.404785,-39.062500,37.231445,0.844604,0.112671,0.493286
31.738281,-39.672852,38.513184,0.843872,0.113281,0.495972
31.738281,-39.672852,38.513184,0.843872,0.113281,0.495972
34.545898,-40.222168,39.550781,0.841919,0.111938,0.489014
34.545898,-40.222168,39.550781,0.841919,0.111938,0.489014
34.545898,-40.222168,39.550781,0.846313,0.106445,0.476562
35.888672,-40.649414,40.344238,0.846313,0.106445,0.476562
35.888672,-40.649414,40.344238,0.846313,0.106445,0.476562
35.766602,-41.015625,40.893555,0.848022,0.095459,0.460449
35.766602,-41.015625,40.893555,0.848022,0.095459,0.460449
34.240723,-41.259766,41.259766,0.850830,0.083862,0.440796
34.240723,-41.259766,41.259766,0.850830,0.083862,0.440796
34.240723,-41.259766,41.259766,0.850830,0.083862,0.440796
30.944824,-41.381836,41.259766,0.855591,0.074219,0.424194
30.944824,-41.381836,41.259766,0.855591,0.074219,0.424194
26.245117,-41.381836,40.954590,0.857178,0.062256,0.415283
26.245117,-41.381836,40.954590,0.857178,0.062256,0.415283
20.812988,-41.442871,40.466309,0.859131,0.045410,0.404541
20.812988,-41.442871,40.466309,0.859131,0.045410,0.404541
20.812988,-41.442871,40.466309,0.859131,0.045410,0.404541
15.441895,-41.503906,39.794922,0.862549,0.026245,0.388916
15.441895,-41.503906,39.794922,0.862549,0.026245,0.388916
10.437012,-41.564941,39.184570,0.865112,0.017212,0.372681
10.437012,-41.564941,39.184570,0.865112,0.017212,0.372681
10.437012,-41.564941,39.184570,0.869019,0.019775,0.357300
5.187988,-41.625977,38.452148,0.869019,0.019775,0.357300
5.187988,-41.625977,38.452148,0.869019,0.019775,0.357300
-0.610352,-41.625977,37.780762,0.871338,0.023438,0.345337
-0.610352,-41.625977,37.780762,0.871338,0.023438,0.345337
-7.080078,-41.564941,36.926270,0.872803,0.020142,0.336060
-7.080078,-41.564941,36.926270,0.872803,0.020142,0.336060
-7.080078,-41.564941,36.926270,0.872803,0.020142,0.336060
-13.549805,-41.625977,36.010742,0.875000,0.004395,0.330322
-13.549805,-41.625977,36.010742,0.875000,0.004395,0.330322
-19.104004,-41.809082,35.034180,0.875122,-0.016602,0.326782
-19.104004,-41.809082,35.034180,0.875122,-0.016602,0.326782
-23.010254,-42.114258,34.240723,0.875122,-0.035400,0.325439
-23.010254,-42.114258,34.240723,0.875122,-0.035400,0.325439
-23.010254,-42.114258,34.240723,0.875122,-0.035400,0.325439
-25.146484,-42.480469,33.691406,0.875244,-0.048950,0.323120
-25.146484,-42.480469,33.691406,0.875244,-0.048950,0.323120
-25.512695,-42.968750,33.325195,0.876831,-0.057617,0.314697
-25.512695,-42.968750,33.325195,0.876831,-0.057617,0.314697
-25.512695,-42.968750,33.325195,0.878662,-0.065186,0.299805
-24.780273,-43.457031,33.081055,0.878662,-0.065186,0.299805
-24.780273,-43.457031,33.081055,0.878662,-0.065186,0.299805
-23.193359,-43.884277,33.020020,0.881958,-0.074097,0.282471
-23.193359,-43.884277,33.020020,0.881958,-0.074097,0.282471
-20.935059,-44.311523,33.081055,0.885254,-0.084595,0.263916
-20.935059,-44.311523,33.081055,0.885254,-0.084595,0.263916
-20.935059,-44.311523,33.081055,0.885254,-0.084595,0.263916
-18.310547,-44.616699,33.203125,0.887817,-0.091797,0.241333
-18.310547,-44.616699,33.203125,0.887817,-0.091797,0.241333
-16.113281,-44.799805,33.264160,0.892578,-0.097290,0.218994
-16.113281,-44.799805,33.264160,0.892578,-0.097290,0.218994
-14.587402,-44.860840,33.203125,0.896973,-0.105347,0.201172
-14.587402,-44.860840,33.203125,0.896973,-0.105347,0.201172
-14.587402,-44.860840,33.203125,0.896973,-0.105347,0.201172
-13.793945,-44.799805,33.020020,0.899780,-0.114624,0.184692
-13.793945,-44.799805,33.020020,0.899780,-0.114624,0.184692
-13.793945,-44.616699,32.775879,0.902344,-0.123535,0.168823
-13.793945,-44.616699,32.775879,0.902344,-0.123535,0.168823
-13.793945,-44.616699,32.775879,0.905273,-0.131226,0.153198
-14.343262,-44.433594,32.409668,0.905273,-0.131226,0.153198
-14.343262,-44.433594,32.409668,0.905273,-0.131226,0.153198
-15.441895,-44.189453,31.921387,0.909180,-0.135986,0.134521
-15.441895,-44.189453,31.921387,0.909180,-0.135986,0.134521
-17.150879,-43.884277,31.372070,0.913086,-0.143188,0.116577
-17.150879,-43.884277,31.372070,0.913086,-0.143188,0.116577
-17.150879,-43.884277,31.372070,0.913086,-0.143188,0.116577
-19.287109,-43.334961,30.700684,0.915527,-0.154053,0.101196
-19.287109,-43.334961,30.700684,0.915527,-0.154053,0.101196
-21.911621,-42.907715,29.968262,0.919189,-0.166138,0.088379
-21.911621,-42.907715,29.968262,0.919189,-0.166138,0.088379
